ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
36003,Rajmund Fodor,M,24,190,94,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold
36003,Rajmund Fodor,M,28,190,94,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
36569,Joanne Kylie Fox,F,21,182,72,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
36650,"Zsuzsanna ""Susan"" Francia",F,25,188,80,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
36650,"Zsuzsanna ""Susan"" Francia",F,29,188,80,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,21,188,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
37163,Gal Fridman,M,28,183,68,Israel,ISR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Windsurfer,Gold
37301,Lars Arne Frlander,M,26,184,83,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,Gold
37398,Fu Mingxia,F,22,160,48,China,CHN,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Springboard,Gold
37589,Magdalena Fularczyk-Kozowska,F,29,173,70,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Gold
37740,"Christopher John ""Chris"" Fydler",M,27,197,91,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
37871,Liliana Gafencu,F,25,178,76,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
37871,Liliana Gafencu,F,29,178,76,Romania,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
38182,Rossano Galtarossa,M,28,200,102,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold
38195,Felicity Madeline Galvez,F,23,167,58,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
38195,Felicity Madeline Galvez,F,23,167,58,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
38353,Mark Daniel Gangloff,M,22,183,84,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
38353,Mark Daniel Gangloff,M,26,183,84,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
38795,Denis Gargaud Chanut,M,29,181,76,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
39735,Istvn Gergely,M,27,202,112,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
40279,Kaleigh Gilchrist,F,24,176,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
40340,Christian Gille,M,28,184,92,Germany,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
40403,Fabien Pierre Aurlien Dominique Gilot,M,28,193,85,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
40449,Drew Cameron Ginn,M,29,195,85,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Gold
40818,Helen Rachel M. Glover,F,26,177,67,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,Gold
40904,Tessa Gobbo,F,25,185,82,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
41113,Scott Daniel Goldblatt,M,25,187,77,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
41674,Anna Goodale,F,25,183,79,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
42000,"Matthew Anthony W. ""Matt"" Gotrel",M,27,195,95,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
42228,Martine Soffiatti Grael,F,25,168,62,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Gold
42734,"Alexander John ""Alex"" Gregory",M,28,198,97,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold
42803,"Matthew ""Matt"" Grevers",M,23,203,105,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
42803,"Matthew ""Matt"" Grevers",M,23,203,105,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
42803,"Matthew ""Matt"" Grevers",M,27,203,105,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,Gold
42803,"Matthew ""Matt"" Grevers",M,27,203,105,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
42972,Alexander Grimm,M,21,188,88,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Gold
43091,Tim Grohmann,M,23,194,98,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Gold
43102,Mariya Igorevna Gromova,F,20,172,61,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
43102,Mariya Igorevna Gromova,F,24,172,61,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
43102,Mariya Igorevna Gromova,F,28,172,61,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
43150,Marcus Gro,M,26,182,85,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
43150,Marcus Gro,M,26,182,85,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
43284,Luka Grubor,M,26,198,102,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
43300,Hans Gruhne,M,27,193,92,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Gold
43676,Rianne Dorian Guichelaar,F,24,174,63,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
43965,Guo Jingjing,F,22,163,49,China,CHN,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Springboard,Gold
43965,Guo Jingjing,F,22,163,49,China,CHN,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Springboard,Gold
43965,Guo Jingjing,F,26,163,49,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Springboard,Gold
43965,Guo Jingjing,F,26,163,49,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Springboard,Gold
44130,Bridgette Marie Gusterson (-Ireland),F,27,180,74,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
44410,Dniel Gyurta,M,23,185,77,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,Gold
44569,Grant George Hackett,M,20,198,96,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
44569,Grant George Hackett,M,20,198,96,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
44569,Grant George Hackett,M,24,198,96,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
44745,Kosuke Hagino,M,21,177,71,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Gold
44896,Biurakn Hakhverdian,F,22,172,65,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
45039,"Gary Wayne Hall, Jr.",M,25,198,99,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,Gold
45039,"Gary Wayne Hall, Jr.",M,25,198,99,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
45039,"Gary Wayne Hall, Jr.",M,29,198,99,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,Gold
45595,Simone Hankin,F,27,182,80,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
45621,"Thomas G. ""Tommy"" Hannan",M,20,188,91,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
45684,Brendan Joseph Hansen,M,22,183,85,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
45684,Brendan Joseph Hansen,M,26,183,85,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
45748,"Joseph ""Joey"" Hansen",M,24,198,97,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
45825,Brooke Louise Hanson (-Clarke),F,26,175,67,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
46009,Adrien Hardy,M,26,197,87,France,FRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Gold
46015,Jessica Adele Hardy (-Meichtry),F,25,180,70,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
46922,He Chong,M,21,169,69,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Springboard,Gold
46948,He Zi,F,21,159,51,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Gold
47117,"Frederike Johanna Maria ""Femke"" Heemskerk",F,20,180,68,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
47384,Ryan Held,M,21,NA,NA,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
47749,Jodie Clare Henry,F,20,176,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,Gold
47749,Jodie Clare Henry,F,20,176,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
47749,Jodie Clare Henry,F,20,176,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
48487,Yvette Higgins,F,22,173,73,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
48595,"Samantha ""Sami"" Hill",F,24,183,89,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
48993,Yves Hocd,M,27,181,70,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
49005,Pavol Hochschorner,M,21,176,75,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
49005,Pavol Hochschorner,M,24,176,75,Slovakia,SVK,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
49005,Pavol Hochschorner,M,28,176,75,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
49006,Peter Hochschorner,M,21,188,82,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
49006,Peter Hochschorner,M,24,188,82,Slovakia,SVK,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
49006,Peter Hochschorner,M,28,188,82,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
49421,Martin Hollstein,M,21,192,90,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
49822,Kate Jon-Marie Hooper,F,22,177,73,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
49826,Beau Hoopman,M,23,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
50055,"Mackenzie ""Mack"" Horton",M,20,190,88,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Gold
50084,Gbor Horvth,M,28,192,90,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
50136,Sophie Hannah Marguerite Hosking,F,26,165,57,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Lightweight Double Sculls,Gold
50149,Norbert Hosnynszky,M,24,196,101,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
50170,Katinka Hossz,F,27,175,65,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Gold
50170,Katinka Hossz,F,27,175,65,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,Gold
50170,Katinka Hossz,F,27,175,65,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Gold
50211,"Charles ""Charlie"" Houchin",M,24,191,84,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
50232,Pierre Houin,M,22,182,74,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Gold
50322,Malcolm Howard,M,25,200,100,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
50564,Hu Jia,M,21,170,58,China,CHN,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Platform,Gold
51062,"Benjamin ""Ben"" Hunt-Davis",M,28,198,95,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
51444,Misty Dawn Marie Hyman,F,21,170,65,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,Gold
51737,Andreas Ihle,M,29,184,80,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
51920,Vera Sergeyevna Ilyina,F,26,162,49,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Springboard,Gold
52471,Nataliya Sergeyevna Ishchenko,F,22,177,60,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
52471,Nataliya Sergeyevna Ishchenko,F,26,177,60,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
52471,Nataliya Sergeyevna Ishchenko,F,26,177,60,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
53220,Thomas Jacobsen,M,28,194,90,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Gold
53510,"Thomas Watkin ""Tom"" James",M,24,193,93,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
53510,"Thomas Watkin ""Tom"" James",M,28,193,93,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold
54149,Otylia Jdrzejczak,F,20,187,73,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Butterfly,Gold
54237,Micha Jeliski,M,28,194,89,Poland,POL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Gold
54381,Iain Jensen,M,24,186,80,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,Gold
54808,Jiao Liuyang,F,20,172,63,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,Gold
54900,Jin Ziwei,F,22,183,75,China,CHN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold
55069,Eric Johannesen,M,24,193,100,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
55332,Ashleigh Johnson,F,21,186,81,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
55565,Maro Jokovi,M,24,203,95,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
55640,Cullen Andrew Jones,M,24,195,95,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
55640,Cullen Andrew Jones,M,28,195,95,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
55692,Leisel Marie Jones,F,22,177,68,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,Gold
55692,Leisel Marie Jones,F,22,177,68,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
56133,Morten Jrgensen,M,23,183,73,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
57096,Zoltn Kammerer,M,22,180,81,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
57096,Zoltn Kammerer,M,22,180,81,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
57096,Zoltn Kammerer,M,26,180,81,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
57212,Rie Kaneto,F,27,175,64,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Gold
57814,Tams Kss,M,24,200,94,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold
57814,Tams Kss,M,28,200,94,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
58521,Klete D. Keller,M,22,198,97,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
58521,Klete D. Keller,M,26,198,97,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
58954,"Daniel ""Dan"" Ketchum",M,22,193,95,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
59225,Elvira Ramilevna Khasyanova,F,23,163,57,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
59225,Elvira Ramilevna Khasyanova,F,27,163,57,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
59342,Yekaterina Anatolyevna Khodotovich-Karsten,F,28,185,80,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Single Sculls,Gold
60506,"Thomas Jack ""Tom"" King",M,27,181,64,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Gold
60647,"William Ashley ""Bill"" Kirby",M,25,180,77,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
60730,Martin Kirketerp Ibsen,M,26,188,80,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed Skiff,Gold
60793,Gbor Kis,M,25,194,115,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
60809,Mariya Aleksandrovna Kiselyova,F,25,174,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
60809,Mariya Aleksandrovna Kiselyova,F,25,174,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
60809,Mariya Aleksandrovna Kiselyova,F,29,174,58,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
60844,"Gergely ""Gerg"" Kiss",M,22,198,112,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold
60844,"Gergely ""Gerg"" Kiss",M,26,198,112,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
60893,Kosuke Kitajima,M,21,178,73,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Breaststroke,Gold
60893,Kosuke Kitajima,M,21,178,73,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Breaststroke,Gold
60893,Kosuke Kitajima,M,25,178,73,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,Gold
60893,Kosuke Kitajima,M,25,178,73,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,Gold
61132,Noeki Klein,F,25,179,80,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
61237,Michael George Klim,M,23,191,81,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
61237,Michael George Klim,M,23,191,81,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
61330,Yana Oleksandrivna Klochkova,F,22,182,70,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,Gold
61330,Yana Oleksandrivna Klochkova,F,22,182,70,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,Gold
62169,Svetlana Konstantinovna Kolesnichenko,F,22,171,53,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
62269,Gyrgy Kolonics,M,28,180,80,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
62330,Rachel Komisarz,F,27,172,65,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
62639,Simone Margareta Koot,F,27,173,65,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
62846,Darya Sergeyevna Korobova,F,23,177,58,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
63400,Katalin Kovcs,F,28,173,64,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
63521,Daniel Steven Kowalski,M,25,180,76,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
63523,Manja Kowalski,F,24,185,75,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Gold
63525,Kerstin Kowalski-El-Qalqili,F,24,176,65,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Gold
63525,Kerstin Kowalski-El-Qalqili,F,28,176,65,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
63543,Danuta Kozk,F,25,168,63,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
63543,Danuta Kozk,F,25,168,63,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
63543,Danuta Kozk,F,29,168,63,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
63543,Danuta Kozk,F,29,168,63,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
63543,Danuta Kozk,F,29,168,63,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
63567,Anastasiya Mykolavna Kozhenkova,F,26,186,75,Ukraine,UKR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Gold
63912,Lenny Krayzelburg,M,24,187,87,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,Gold
63912,Lenny Krayzelburg,M,24,187,87,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Backstroke,Gold
63912,Lenny Krayzelburg,M,24,187,87,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
63912,Lenny Krayzelburg,M,28,187,87,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
63933,Adam Kreek,M,27,193,91,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
64003,Peter Kretschmer,M,20,175,70,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
64086,Hans Thor Juul Kristensen,M,24,186,72,Denmark,DEN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
64249,Ranomi Kromowidjojo,F,21,180,72,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,Gold
64249,Ranomi Kromowidjojo,F,21,180,72,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,Gold
64583,Tomasz Bogusaw Kucharski,M,26,181,72,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Gold
64676,Andreas Kuffner,M,25,196,94,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
